"ID","Inquiry","CASENUMBER","COMMENTSCREATEON","ANALYSTNAMEFORCOMMENT","ACTIVITYTYPE","NOTETEXT"
7084,"PE14-030","MRS-16286121621165 30310001","2012-08-03 23:27:41",,"T1120","CSM JESUS EXT 77793 == OBC TO THE DLR SM BRIAN == STATES THAT HE WOULD LIKE US TO INCREASE THE ASSISTANCE AS THIS IS A DECENT CUST TO HIS DLR == SM SUGGESTED THAT BOTH THE DLR & CSM RAISE THE ASSISTANCE $100 EACH == CSM AGREES == DLR P18 IS NOW AT $300 == CSM $500 AND THE CUST $409.32 PLUS TAX"
7092,"PE14-030","MRS-165019222211A8 30315501","2012-08-10 00:03:39",,"T1120","REPAIR IS COMPLETE RO 418773 LINE 01 PLEASE SEND P11 FOR $500.00"
7094,"PE14-030","MRS-167091229211A8 30315001","2012-08-17 04:38:11",,"T1200","CSM SONIA 77714 = OBC TO DLR SM BRIAN LEFT MESSAGE = CSM ISSUED P11 CODE = CSM JESUS AGREED TO ASSIST CUSTOMER WITH $500 SEE PREVIOUS = RO418773 = LINE 01 = $500 = M0535 = CSM SONIA 77714 WILL CLOSE CASE SINCE REPAIR HAS BEEN DONE CONCERN ADDRESSED."
7095,"PE14-030","MRS-16717121312042 30315501","2011-08-02 04:39:31",,"698","IBC FROM SM BRIAN AT SUNRISE DLR= INCORRECT CODE = CSM SONIA 77714 PROVIDED CORRECT CODE RO418773 = LINE 01 = $500 = M053J = CSM SONIA"
7096,"PE14-030","MRS-16719403921197 30315504","2012-02-09 00:41:32",,"9999","CUST STATES JUST PURCHASED A 2011 FUSION------VEHICLE AT DLRSP SINCE 31JUL12 -------- STEERING LOCKED---------------------=======TODAY DLRSP ADVISED: RACK & PINION------CUST PURCHASED FROM DODGE DLRSP-----CUST PURCHASED NON FMC ESP-----========================CUST SEEKS: LOANER/RENTAL FROM ESP COVERAGE========================DLRSP INFO: HAIC SOUTHWAY========================AGT ADVISED: NO ESP COVERAGE EXIST WITH FMC-------VEHICLE NOT PURCHASED AT FORD DLRSP------LOANER AT DLRSP DISCRESION"
7102,"PE14-030","MRS-16842727721194 30315004","2012-10-04 01:00:27",,"F294","--CUST--3FAHP0JA1BRXXXXXX -CAR IS NOT WORK -STEERING WHEEL ISN'T WORKING AND THE CUST THINKS IT COULD BE A DEFECT-CALLED DLR AND THEY TOLD HER TO CALL US TO HAVE TOWED--DLR--JORGENSEN FORD SALES, INC. 8333 MICHIGAN AVENUEDETROIT MI 48210(313) 584-2250-OBC---CRC--ADVISED THE CUST TO HAVE THE VEH TOWED TO THE DLR AND HAVE THEM LOOK AT IT"
7103,"PE14-030","MRS-16842727721194 30315004","2012-10-04 15:11:42",,"FWA001","CUST SAYS-1--POWER STEERING HIGH EFFORT.2--INDICATOR CAME ON ---JUST STARTED ---CUST WANTS TO KNOW WHERE TO PUT POWER STEERING FLUID INTO THE VEH. ---CUST NEEDS VEH SERVICED. DLR-MIKE SHAD FORD AT THE AVENUES 10720 PHILLIPS HIGHWAY JACKSONVILLE, FL 32256 TEL:(904) 292-3325 CRC ADVISED--ADV CUST THAT THE VEH SHOULD BEEN SEEN BY FORD DLRSHIP SINCE IT IS STILL UNDER BTB"
7104,"PE14-030","MRS-16842727721194 30315004","2012-10-08 15:19:13",,"CCS005","CUSTOMER SAID: 3FAHP0HG1BRXXXXXX 2000 MILES 2011- ALARM WENT OUT...-INDICATOR LIGHT CAME ON...-POWER STEERING HAS GONE OUT-CUSTOMER CAN NOT DRIVE THE VEH- ASKING FOR ROADSIDE.DEALER SAID: GLENN POLK FORD MERCURY 4320 N I-35GAINESVILLE, TX 76240 TEL:(800) 315-4647CRC ADVISED: WE RECOMMEND THAT YOUR VEHICLE BE INSPECTED BY A FORD/LINCOLN/MERCURY DEALERSHIP TO DETERMINE THE CAUSE OF ANY SYMPTOMS YOUR VEHICLE MAY BE EXPERIENCING. IF THERE IS NO COVERAGE UNDER APPLICABLE WARRANTIES, RECALLS OR ESP'S, REPAIRS AND SERVICES WOULD BE YOUR RESPONSIBILITY. YOUR NEXT STEP IS TO MAKE AN APPOINTMENT WITH YOUR SERVICING DEALERSHIP TO HAVE YOUR VEHICLE DIAGNOSED.-CONNECTED CUSTOMER TO ROADSIDE......."
7105,"PE14-030","MRS-17097117921165 30315504","2012-06-28 05:42:51",,"T1100","CUSTOMER SAID: - THREAD ID 1-6612U7- POWER STEERING AND ADVANCETRAC WARNING CAME IN AS CUST WAS ON HIS WAY TO WORK- MADE IT TO THE OFFICE AND COULD NOT DRIVE CAR AFTER STARTING IT AGAIN- POWER STEERING DID NOT WORK- HAD IT TOWED TO LARRY FANNIN FORD IN FLEMINGSBURG KY- FIRST BEING THE TRANSMISSION AND THIS IS THE SECOND TIME FOR POWER STEERING ISSUES THAT WERE REPAIRED IN DECEMBER- WOULD ASSUME THAT THIS IS SOMETHING THAT SHOULD BE CARRIED UNDER THE WARRANTY, PURCHASED THIS CAR FROM PAUL MILLER FORD IN LEXINGTON KY AND THEY HAVE MADE THE MAJOR REPAIRS- WAITING FOR THE DLRSHP TO CONTACT HER************CUST IDENTIFIED DLR AS:LARRY FANNIN'S FAMILY FORD, LLC. 395 W. WATER ST.FLEMINGSBURG KY 41041(606) 849-2321CRC ADVISED: I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM. A SPECIALIST WILL CONTACT YOU WITHIN 2 BUSINESS DAYS.***NOTE TO CCR: IF THE VEHICLE IS CURRENTLY NOT AT THE DEALERSHIP, PLEASE ADVISE THE CUSTOMER TO SCHEDULE A SERVICE APPOINTMENT FOR THEIR VEHICLE***ADVISED OF THE ABOVE PHRASEOLOGY** ATTACHED E-MAIL- UPDATED CUST PROFILE"
7106,"PE14-030","MRS-17097117921165 30315504","2012-06-28 20:37:21",,"CCS005","CUST SAYS--ALYSIA HENDRICK, DISTRICT CREDIT MANAGER-56354209601--POWER STEERING HIGH EFFORT2--POWER STEERING INDICATOR ---HAPPENED BEFORE BUT IT WAS INTERMITTEN---DID NOT GO TO THE DLRSHIP AT FIRST. ---VEH IS CURRENTLY AT THE DLRSHIP. ---WAS BROUGHT THERE TODAY.---WAS GIVE A QUOTE OF $1324 ---SEEKING FIN ASSISTANCE DLR-MIKE FINNIN FORD INC 3600 DODGE STREET DUBUQUE, IA 52003 TEL:(800) 747-1010 CRC ADVISED-""I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM. PLEASE HOLD WHILE I TRANSFER YOU TO THE AGENT WHO WORKS WITH YOUR SERVICING DEALERSHIP. IF HE/SHE IS NOT AVAILABLE, PLEASE LEAVE A MESSAGE FOR THE AGENT WITH YOUR NAME, CASE NUMBER AND BEST DAYTIME PHONE NUMBER FOR THEM TO REACH YOU. YOUR CASE NUMBER IS ________.""***-ADV CUST 60/100,000 P'TRAINCARE W/ROADSIDE STANDARD DEDUCTIBLE: 0 USD OWNER NAME: HAJOCA CORP. OPTIONS: $0,DEDUCT.,1ST,DY,RNT EXPIRATION DATE: 19-APRIL-2016 DISTANCE: 100000 RENTAL: 30 UP TO 10 DAYS TOWING: 0 USD -ADV 8666318733-ADV CSM IS JEFF REED EXT 77757"
7108,"PE14-030","MRS-17159131821157 30315002","2012-11-14 01:53:11",,"CLP005","= CSM INITIAL REVIEW - LTV FLT - MANY ORIGINAL OWNED VEH - NO ESP - POWERTRAIN ESP 60/100 - NO RELATED REPAIRS - NO HOTLINE CONTACTS - GAS ENGINE - ODOMETER: 45000 MI - WSD: 2011-04-19 - OBC TO DLR TO TALK WITH BRAD S/M - HE STATES THIS IS FIRST TIME THE VEHICLE HAS BEEN TO THE DEALER - HE CANNOT USE HIS CLP FOR IT, BUT IS WILLING TO HELP - HE WILL GET WARRANTY FIGURES TOGETHER FOR CSM - ADVISED ONCE WE REDUCE THE FIGURES I WILL BE WILLING TO ASSIST WITH ABOUT 40% - OBC TO CUST - ADVISED CALLS ARE RECORDED - ADVISED MY ROLE AND POSITION WITH FORD - ADVISED CUST THAT I AM WAITING FOR THE DEALER TO GET BACK WITH SOME NEW FIGURES FOR ME, HOWEVER I WILL BE LOOKING AT PROVIDING 40% OF THE BILL FOR THEM PENDING THE FIGURES BEING DELIVERED TO ME - CUST WAS HAPPY WITH THAT, CUST HAVING TO WORK FROM HOME WHILE VEHICLE IS DOWN - ADVISED I WILL BE PROVIDING MY ASSISTANCE AT THE TIME THE REPAIR IS COMPLETED BUT SHE WILL ONLY BE RESPONSIBLE FOR A PORTION OF THE BILL - CUST STILL HAS CSM CONTACT INFORMATION AND CASE NUMBER - CUST OKAY WITH MONDAY F/U - CUST TOOK SURVEY."
7109,"PE14-030","MRS-17159131821157 30315002","2012-11-14 05:01:02",,"SYS016","= OBC TO DLR SPOKE WITH BRAD S/M - HE STATES THE RETAIL COST ON THE STEERING GEAR IS ACTUALLY MORE THAN THE WARRANTY RATES AND IS NOT SURE WHAT HAPPENED OR IF THEY PUT THE WRONG COST ON THE PART - RETAIL AMOUNT IS: $879.97 WARRANTY RATES FOR THE PART IS: $923.97 - PROVIDED LABOR AT WARRANTY RATES INCLUDING EMERGENCY ORDER COST FOR REPAIR WILL BE - 1256.27 - FORD WILL PROVIDE 503.00 - PLACED DEALERSHIP ON HOLD, CALLED CUST - ADVISED CALLS ARE RECORDED - ADVISED CUST OF THE OFFER, SHE WAS HAPPY AND STATED ANYTHING WE COULD DO TO HELP - SHE WILL CALL DLR LATER THIS AFTERNOON - R/O 012468 - LINE 04 - FORD PARTICIPATION 503.00 - APPROVAL IN W02 FUNDS Y064S"
7110,"PE14-030","MRS-17164323621012 30310004","2012-08-24 05:54:03",,"FSA005","****CUST SAID***----STEERING WENT OUT ON VEH WHILE DRIVING---SERVICE ADVANCE TRAC LITE ON POWER STEERING ASSIST FAULT---CUST BOUGHT VEH LAST YEAR---2011----CUST HAD VEH TOWED TO DEALER----DEALER CALLED CUST AT THE END OF THE DAY AND TOLD HER PARTS NEEDED TO BE REPLACED IS NOT COVERED UNDER WARRANTY---STATED SHE MUST OF HIT SOMETING---CUST SAYS DID NOT HIT ANYTHING JUST QUIT----COST TO CUST 1,400----CUST IS VERY UPSET STATES HER WARRANTY SHOULD BE COVERING THIS----VEH IS ONLY 1 YR OLD---CUST SAYS SHE HAD VEH IN SHOP TO ROTATE TIRES IN APRIL AND DEALER SAID EVERYTHING WAS FINE-----***DEALER INFO****------MAPLECREST FORD LINCOLN 2800 SPRINGFIELD AVENUEUNION NJ 07088(800) 954-0288 ***CRC ADVISED****-----CUST HAS LTV OF 64 ORIG OWNER---ALSO HAS BTB AND ESP PREMIUM CARE------""I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM SO THEY CAN INVESTIGATE YOUR CONCERN. A SPECIALIST WILL CONTACT YOU WITHIN 2 BUSINESS DAYS."
7111,"PE14-030","MRS-17164323621012 30310004","2012-08-25 00:20:52",,"FWA001","-CSM COREY X77747 - INITIAL CONTACT - ORIGINAL OWNER - LTV 64 - AWS SHOWS NO WARRANTY HISTORY - NO HOTLINE CONTACT - PREMIUMCARE ESP - FUSION-OBC TO DLRSHP - S/A SPENCER OFF TODAY - DLRSHP TRYING TO DETERMINE IF PART COVERED UNDER WARRANTY - DLRSHP CONTACTING CUST NOW-OBC TO CUST AT (REDACTED) - ADVISED CUST DLRSHP DETERMINING IF VEH COVERED UNDER WARRANTY OR NOT - IF NOT COVERED UNDER WARRANTY - FMC CANNOT ASSIST - NO FURTHER ACTION - CASE CLOSED"
7112,"PE14-030","MRS-17164323621012 30310004","2012-08-25 02:27:42",,"CCS005","P18 - APPROVEDSTEERING GEAR FAILURE"
7141,"PE14-030","MRS-17934003901195 30315003","2012-01-23 18:59:33",,"CLP588","*CSM SHANNA ~ EXT 7737* OBC TO DEALER: SM TODD SAYS THEY WILL BE SUBMITTING THE CLAIM TODAY. - - - CSM WILL F/U BY 5:00P EST ON 07-13-2011."
7142,"PE14-030","MRS-17934003901195 30315003","2012-01-30 16:08:51",,"CCS005","OBC TO DEALER: SM TODD NOT AVAILABLE; SPOKE WITH S/A JOCELYN AND SHE REQUESTED COPY OF THE INVOICE. - CSM SENT EMAIL WITH PICTURE OF INVOICE AS AN ATTACHEMENT. - CSM WILL CHECK IN ACES II FOR CLAIM SUBMISSION ON 07-19-2011."
7143,"PE14-030","MRS-17934003901197 30315504","2011-12-08 17:27:40",,"CLP598","*CSM SHANNA ~ EXT 7737* AS PER ACES II, CLAIM PAID - OBC TO DEALER: S/A JOCELYN SAYS THAT THE CHECK HAS ALREADY BEEN SENT OUT. - CUSTOMER SHOULD HAVE RECEIVED THE CHECK THE BEGINNING OF THIS WEEK. - CSM WILL F/U BY 5:00P EST ON 07-21-2011."
7144,"PE14-030","MRS-17934003901197 30315504","2011-12-09 18:43:33",,"DAC057","*CSM SHANNA ~ EXT 7737* OBC TO DEALER: S/A JOCELYN SAYS THAT THE CHECK # IS 26704. - - - OBC TO CUSTOMER @ (REDACTED): CUST WANTS TO KNOW WHY THAT DEALER HAD TO BE THE ONE THAT PROCESSED HIS REFUND. - CSM ADVISED THAT SINCE STOCKTON FORD INC WAS AWARE OF THE BREAKDOWN AND LOOKED AT YOUR VEH AT THE TIME, THEY WERE THE MOST APPROPRIATE DEALER TO PROCESS THE REFUND. - CSM RECOMMENDED CUSTOMER PLEASE CALL S/A JOCELYN OR CSM IF HE DOES NOT RECEIVE HIS REFUND BY NEXT WEDNESDAY. - NO FURTHER ACTION PROPOSED; CASE CLOSED."
7145,"PE14-030","MRS-17934003901197 30315504","2011-12-09 22:55:43",,"FWA001","CUSTOMER SAID: --CUST STATES HE HAS NOW HAD TO TAKE THE VEC BACK FOR POWERSTEERING A 3RD TIME--OBC TO DLR--S/A JOHNPOWER STEERING CODE -LOW VOLTAGE CODE --S/A JOHN CALLED HOTLINE --CUST BROUGHT VEC IN BECAUSE IT WAS PULLING AND DARK TRANSMISSION FLUID --CUST STATES HE HAS BRAND NEW BATTERY IN CAR AND IS NOT GOING TO TAKE VEC BACK JUST CLEARING CODE IN NOT GOOD ENOUGH--CUST STATES HIS ESP IS ALMOST UP AND THIS IS NOT ACCEPTABLE TO HAVE TO KEEP TAKING VEC BACK THAT DOES NOT WORKDEALER SAID: -AVIS FORD INC 29200 TELEGRAPH RD.SOUTHFIELD MI 48034(248) 355-7500CRC ADVISED: I AM DOCUMENTING YOUR CONCERN AND SENDING YOUR INFORMATION TO YOUR DEALERSHIP. YOUR SERVICE MANAGER IS IN THE BEST POSITION TO ASSESS YOUR SITUATION. PLEASE SPEAK WITH THE SERVICE MANAGER IF THEY DO NOT CONTACT YOU WITHIN THE NEXT 4 BUSINESS DAYS."
7146,"PE14-030","MRS-17934003901197 30315504","2011-12-09 23:42:48",,"CCS005","CSM KRYSTAL X 77758 - OBC TO DLR JON CRM - DLR ADV THAT HE HAD HIS VEH IN FOR TROUBLE FOR POWER STEERING - DLR ADV THAT CUST HAS THE WRONG SIZE TIRES ON HIS VEH - DLR HAS ADVISED CUST THAT HE WOULD NEED TO REPLACE THE TIRES WITH FACTORY SIZE TIRES - NO FURTHER ACTION REQUIRED CASE CLOSED"
7147,"PE14-030","MRS-17957700401165 30315503","2012-08-14 03:46:44",,"FSA005","CUSTOMER SAID: CUST SAYS:- CUST IS SEEKING A SUV- CUST STATES THAT THE VEH WAS AT THE DLR FOR TRANSMISSION CONCERNS THREE TIME- IT IS NOW HAVING A ISSUE WITH THE POWERSTEERING CONCERN FOR THE SECOND TIME.-- CUST STATES THAT HE HAS HAD REPLACEMENTS AND REPROGRAMS OF THOSE TRANSMISSION----------- EXPERIENCING:- THE ISSUE WITH THE POWER STEERING STOPING WHILE THE CUST WAS DRIVING THE VEH AT NIGHT-- THERE IS A WARNING INDICATION ON SYNC AN IT ADVS TO SERV THE ISSUE SOON- THE STEERING IS PREVENTED--------- DLR INVOLVEMENT:- THE VEH WAS TAKEN FOR THE FIRST TIME TO THE DLR ON FRIDAY, BUT THEN RIGHT BACK INTO THE DLR THIS WED FOR THE SAME ERROR MESSAGE.--------- AT THIS TIME THE CUST IS SEEKING THAT THIS CASE BE ESCLATED TO OTHER DEPT IN FMC BECUASE OF HIS MULTIPLE CONCERNS.-- AT THIS TIME THE CUST IS SEEKING A BUY BACK OF THE VEH. IF THERE IS NO COMPENSATION THAT FMC IS WILLING TO OFFER.DEALER SAID: DLR INFO: - AVIS FORD INC 29200 TELEGRAPH RD.SOUTHFIELD MI 48034(248) 355-7500CRC ADVISED: I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM. A SPECIALIST WILL CONTACT YOU WITHIN 2 BUSINESS DAYS.***NOTE TO CCR: IF THE VEHICLE IS CURRENTLY NOT AT THE DEALERSHIP, PLEASE ADVISE THE CUSTOMER TO SCHEDULE A SERVICE APPOINTMENT FOR THEIR VEHICLE------------- OBC CONTACT: JOHN, S/A-- THE FIRST REPAIR ORDER HAS NOT BEEN CLOSED YET IT WAS SENT AS A ESP CLAIM- AT THIS TIME A NEW R/OI HAS BEEN OPEN REGARDING THE REPAIR ISSUE."
7148,"PE14-030","MRS-17957700401165 30315503","2012-08-15 00:40:37",,"FWA001","CSM KRYSTAL X 77758 - 3 CONCERNS FOR TRANSMISSION - NO RELATED REPAIRS IN AWS FOR STEERING -- 72/75,000 PREMIUMCARE W/ROADSIDE - CUST HAS ALREADY BEEN PROVIDED A VEHICLE PAYMENT REIMBURSEMENT DUE TO TRANSMISSION CONCERNS - OBC TO DLR LM ON JON CRM VM REQUESTING CALL BACK"
7149,"PE14-030","MRS-17957700401165 30315503","2012-08-17 00:28:22",,"FWA001","OBC TO DLR LM ON S/M JOHNS VM REQUESTING CALL BACK - CSM TO CONTACT CUST ON SECOND DAY - SETTING F/U FOR 12-12 BY 5:00 PM (EST)"
7150,"PE14-030","MRS-17957700401165 30315503","2012-08-17 00:30:28",,"PE100","IBC FROM DLR - CUST HAS BEEN IN 2 TIMES FOR STEERING CONCERN - DLR ADV THAT ON 12-2 STEERING GEAR - R & R STEERING GEAR - DLR ADV THAT WHEN HE WENT TO PICK UP THE VEH THE DOOR HANDLE WOULDN'T WORK - CUST PAY REPAIR FOR THIS CONCERN --- DLR ADV THAT ON 12-8 CUST ADV DLR THAT POWER STEERING MESSAGE -DLR TEST DROVE VEH AND FOUND A LOOSE CONNECTOR - DLR ADV CORRECT CONNECTOR AND RELEASED VEH - OBC TO CUST AT (REDACTED) - ADV CUST WHO I AM - ADV CUST PHONE CALL IS BEING RECORDED - ADV CUST THAT I AM THE CUSTOMER SERVICE MANAGER THAT RECEIVED HIS CASE - ADV CUST THAT I UNDERSTAND THAT HIS VEH WAS BROUGHT BACK IN TO THE DLR TWICE THIS MONTH HOWEVER HAS BEEN REPAIRED AND RETURNED TO HIM - CUST ADV THAT IS CORRECT HOWEVER CUST ADV THAT HE HAS WORKED IN THE FORD PLANT AND HE KNOWS THAT HOW THE PLANTS WORK --CUST ADV THAT HE FEEL THAT FORD SHOULD REPLACE HIS VEH DUE TO THE CONCERNS THAT HE HAS HAD --CUST ADV THAT HE BELIEVES THAT FORD KNOWS ABOUT THESE CONCERNS AND FORD IS STILL RELEASING THESE VEH TO CUSTOMER --CUST ADV THAT FORD DID PROVIDE HIM A VEH PAYMENT FOR THE CONCERNS IN THE PAST HOWEVER THAT DOES NOT PROVIDE HIM COMPENSATION FOR HIM BREAKING DOWN IN A BAD PART OF TOWN - CUST ADV THAT HAS ALSO HAD MISSED TIME AT WORK - ADV CUST THAT I UNDERSTAND HOWEVER AT THIS TIME WE WOULD NOT BE ABLE TO MEET HIS REQUEST TO REPLACE THE VEH - ADV CUST THAT WE REPAIRED THE VEH AS THE CONCERN ADDRESSED ITSELF - ADV CUST THAT THERE IS NO FURTHER COMPENSATION THAT FORD IS ABLE TO PROVIDE TO HIM - CUST ADV THAT HE FORD KNOWS THIS IS WRONG AND HE IS NOT HAPPY WITH FORD AND THAT HE WILL NO BE BUYING A NEW ONE - ADV CUST THAT I UNDERSTAND - CUST DISCONNECTED THE LINE - NO FURTHER ACTION REQUIRED CASE CLOSED"
7151,"PE14-030","MRS-17957700401165 30315503","2012-08-24 05:37:41",,"FWA001","CSM BRYAN 77713 - IB EMAIL FROM GERMANE - STEERING GEAR/PSCM NEED UPGRADE CONCERN AND ALSO NEED LOANER ASSISTANCE"
7152,"PE14-030","MRS-17957700401165 30315503","2012-08-30 02:33:43",,"FWA001","CSM BRYAN 77713 - IB/OB EMAIL WITH GERMANE - FROM GERMANE - FCSD# U65626, COR# 65626, PART# AE5Z 3504 CE - TO GERMANE - HOW LONG HAS VEHICLE BEEN DOWN? ALSO, HOW MUCH ASSISTANCE ARE YOU LOOKING FOR?"
7153,"PE14-030","MRS-17957700401165 30315503","2012-08-30 05:13:08",,"DA012","CSM BRYAN 77713 - ETRACKER STARTED - WILL PROCESS PARTS ESCALATION"
7154,"PE14-030","MRS-17957700401165 30315503","2012-09-05 22:07:32",,"CCS005","CSM BRYAN 77713 - PARTS ESCALATION"
7155,"PE14-030","MRS-17957700401165 30315503","2012-09-10 23:53:12",,"PE110","CSM BRYAN 77713 - NO NEW UPDATES - SETTING F/U"
7156,"PE14-030","MRS-17962704803511 303A0004","2010-12-04 00:16:04",,"F130","CSM BRYAN 77713 - AS PER PACO: SUPPLIER IS SHIPPING 350PCS/WEEK, 540PCS PROMISED FOR WEEK 08/27 Q4L DEMAND ANALYST 2012-08-29"
7157,"PE14-030","MRS-17962704803511 303A0004","2010-12-04 04:00:18",,"DAC057","REPAIRS HAVE BEEN COMPLETED AND VEHICLE WAS DELIVERED ON 8/29/12. RENTAL ASSISTANCE REQUESTED IN THE AMOUNT OF $150.00. RO# 264348, LINE# 05."
7158,"PE14-030","MRS-17962704803511 303A0004","2010-12-07 03:19:44",,"CCS005","CSM BRYAN 77713 - OB EMAIL TO GERMANE - APPROVAL CODE FOR AKERS IN THE AMOUNT OF $150: M02EH"
7159,"PE14-030","MRS-17963212111164 30315503","2012-02-03 22:05:06",,"T1100","CSM BRYAN 77713 - PART ARRIVAL"
7160,"PE14-030","MRS-17963212111164 30315503","2012-02-06 23:33:28",,"DAC057","CUSTOMER SAID: -C/W(REDACTED) (REDACTED) (REDACTED)-SALES EXE-HAD A PROBLEM WITH THE STEERING IT WILL COMPLETELY LOCK UP. FIRST APPEARED IN AUGUST, TOOK IT TO DLR, COULD NOT DUPLICATE.-SEPT 28TH TOOK IT BACK TO DLR WITH SAME PROBLEM, THEY COULD NOT FIND ANYTHING WRONG WITH IT.- NOV 15TH TOOK IT INTO THEIR PLACE WHERE THEY GET OIL CHANGES DONE. HAPPENED THERE, AND HAD IT TOWED TO FORD WHO REPLACED A PART.- WEDNESDAY NIGHT THE VEH DISTRIBUTED THE CONCERN AGAIN, TOWED TO DLR ON THURSDAY.-CUST FEELS THE PARTS SUPPLIER HAS FAULTY PARTS.-CUST SEEKING TO SEE IF THIS VEH IS SAFE TO DRIVE, WANTS THE PROBLEM TO BE FIXED COMPLETELY AND PROPERLYDEALER SAID: SANTA MARGARITA FORD30031 SANTA MARGARITA PARKWAYRANCHO SANTA MARGARITA, CA 92688TEL:(877) 345-5559CRC ADVISED: I WILL ESCALATE THIS TO OUR CUSTOMER CARE SOLUTIONS TEAM. PLEASE HOLD WHILE I TRANSFER YOU TO THE AGENT WHO WORKS WITH YOUR SERVICING DEALERSHIP. IF HE/SHE IS NOT AVAILABLE, PLEASE LEAVE A MESSAGE FOR THE AGENT WITH YOUR NAME, CASE NUMBER, AND BEST DAYTIME PHONE NUMBER FOR THEM TO REACH YOU. YOUR CASE NUMBER IS ________."
7161,"PE14-030","MRS-17963212111164 30315503","2012-02-07 02:06:53",,"DAC057","SPOKE WITH CUSTOMERS SON, VEHICLE HAD LOSS OF STEERING TWICE FOUND CRIMPED WIRE. TEST DROVE VEHICLE CONCERN IS NO LONGER PRESENT. WE HAVE PROVIDED CUSTOMER WITH A FREE LOANER ON EACH VISIT. ADVISED CUSTOMER THAT SINCE VEHICLE IS A FLEET VEHICLE CAN SHE TURN VEHICLE BACK IN TO FLEET OUR RESPONSIBLITY IS TO REPAIR VEHICLE TO THEIR SPECIFICATIONS."
7162,"PE14-030","MRS-17963212111164 30315503","2012-02-09 22:59:12",,"DAC057","S/A HECTOR: R/O OPENED ON THE 2ND; WE FOUND A HARNESS ISSUE.R/O CLOSED ON THE 3RD (NHL ALBEA004) >>> REACHED (REDACTED) (REDACTED): CST ADVISED DLR RETURNED VEH AND SAID IT WAS REPAIRED, BUT IT TOOK TWO WEEKS TO REOCCUR LAST TIME >>> NOTE: ADVISED THE DEALER INFORMED ME THAT AFTER REPEAT INSPECTIONS OF THE VEHICLE THEY HAVE FINALLY FOUND A CRIMPED WIRE WHICH WAS CAUSING THE CONCERN. THEY WERE GUISED BY OUR HOTLINE. WHILE I AM CONFIDENT WITHOUT GUARANTEEING, THAT IT HAS BEEN RESOLVED. IF THE ISSUE REOCCUR PLEASE CALL THE DEALER FIRST AND THEN CONTACT ME SO I CAN GET INVOLVED FROM THE BEGINNING"
7163,"PE14-030","MRS-17963212111164 30315503","2012-02-09 23:00:27",,"OAS100","********CUST SAYS:1. VEH STOPPED WHILE DRIVING-SERVICE POWER STEERING LIGHT -TOWED TO DLR-KEPT THE VEH A COUPLE DAYS-WAS NOT POWER STEERING AND NOT COVERED UNDER WARRANTY-GOT VEH BACK AFTER REPROGRAM-ISSUE HAPPENED AGAIN SO THAT CUST COULD NOT TURN THE WHEEL-VEH AT DLR -VEH CONCERNED ABOUT SAFETY IN THE VEH-CUST TOLD THAT SHE'S GIVEN A RENTAL WHILE THEY SERVICE THE VEH********DLR: MALCOLM CUNNINGHAM FORD LINCOLN 5675 PEACHTREE INDUSTRIAL BLVD.ATLANTA GA 30341(770) 621-0200 -WORKING WITH STAN*********CRC ADVISED: ""AFTER REVIEWING MY RESOURCES, I SEE THERE ARE NO FACTORY WARRANTIES OR PROGRAMS IN EFFECT ON YOUR VEHICLE THAT WOULD PROVIDE FINANCIAL ASSISTANCE FOR YOUR CURRENT CONCERN. I HAVE HOWEVER DOCUMENTED YOUR ISSUE; THE DETAILS WILL BE PROVIDED TO YOUR SERVICING DEALERSHIP AND REVIEWED INTERNALLY WITHIN FORD MOTOR COMPANY. PLEASE ALLOW THE NECESSARY TIME TO ASSESS YOUR CONCERN WHICH MAY TAKE UP TO 4 BUSINESS DAYS. ONCE FORD HAS COLLABORATED WITH YOUR DEALERSHIP, AND A FINAL DECISION IS RENDERED REGARDING FINANCIAL ASSISTANCE, YOU WILL BE CONTACTED BY EITHER THE DEALERSHIP'S SERVICE MANGER OR A REPRESENTATIVE OF FORD MOTOR COMPANY. WE APPRECIATE YOU TAKING THE TIME TO MAKE US AWARE OF THIS ISSUE AND THANK YOU FOR CONTACTING FORD MOTOR COMPANY."""
7164,"PE14-030","MRS-17963212111164 30315503","2012-02-11 03:50:06",,"CCS006","CSM SARA EX:77791-OBC TO DLR-S/M WAYNE-UNAVAILABLE-CSM LMOM-RQST CB REGARDING CASE"
7166,"PE14-030","MRS-17968126901197 30315004","2011-06-29 23:42:33",,"CLP601","CSM SARA EX:77791--OBC TO DLR--S/M WAYNE ADVISED CUST BROUGHT VEH IN TO DLR ON THURSDAY OR FRIDAY--ADVISED VEH WAS PICKED UP SATURDAY AND CUST HAS NOT CALLED TO ADVISE OF ANY CONCERNS--ADVISED HE WILL HAVE S/A CALL CUST TO VERIFY VEH CONCERNS RESOLVED AND UPDATE CASE-"
